Title,Price,Number of Bedrooms,Number of Bathrooms,Property Type,Floor Area (m2),BER Rating,Latitude,Longitude,Listing Views,Area,County,Features,Date of Construction
"Dooglaun, Caher, Co. Clare, V94RF9K",340000,5,1,Detached,220,C3,52.979396,-8.695769,14475,caher-clare,Clare,"Elevated Site, Broadband connection available., Centrally Located , Raheen woods Steiner School 10 km",1995
"24 Barry Avenue, Mervue, Mervue, Co. Galway, H91DY6A",335000,2,2,Semi-D,120,D1,53.28525,-9.015107,15899,mervue-galway,Galway,"Centrally Located, Spacious Home, Owner Occupied, Fully Extended, Attic Conversion, Private Aspect, Ample Storage, Close To all Amenities , Great Value Home",1960
"21 Myra Manor, Malahide, Co. Dublin, K36YE13",1450000,5,7,Detached,N/A,B3,53.433005,-6.175871,20167,malahide-dublin,Dublin,,NA
"19 Clochóg, Oranmore, Oranmore, Co. Galway, H91A4A4",395000,3,3,Semi-D,128,C3,53.266938,-8.92194,23498,oranmore-galway,Galway,"Turnkey Family Residence, Beatifully Presented, South Facing Garden, Attic Conversion, Walking Distance to Villlage, Close to Motorway, A Short Drive to Galway City",2001
"Apartment 2, Marconi House, Crookhaven, Co. Cork, P81NY03",275000,1,1,Apartment,N/A,G,51.467001,-9.729409,5869,crookhaven-cork,Cork,,1899
"17 Myra Manor, Malahide, Co. Dublin, K36W275",950000,5,7,Detached,N/A,SI_666,53.432258,-6.175001,20809,malahide-dublin,Dublin,,NA
"1 Marconi House, Crookhaven, Co. Cork, P81NY03",330000,2,1,Apartment,N/A,G,51.467001,-9.729409,5579,crookhaven-cork,Cork,,1899
"Kinane Studio, 36/37 Berkeley Road, North Circular Road, Dublin 7, D07WR53",685000,5,1,End of Terrace,198,C1,53.360433,-6.269884,10549,north-circular-road-dublin,Dublin,"Location, Double glazed windows, Great investment opportunity , No rent cap",NA
"Rathcline, Lanesborough, Co. Longford, N39YY74",445000,5,5,Detached,254,C2,53.656567,-7.989224,15493,lanesborough-longford,Longford,"A most appealing 5 Bed (4 En-Suites)) 3 Reception family home overlooking Commons North woods, Sun drenched gardens, Commanding 0.7 acre elevated overlooking Commons north woodlands, Surperb location, Fast Fibre Broadband available-Work from home option, Schools, Supermarket,Library Pharmacies/Medical center on your doorstep, Wonderful recreational facilities- explore Lough Ree in all its beauty, Good  neighbourhood to live in, Viewings By Appointment ONLY",NA
"46A Talbot Street, Dublin 1, D01K795",1100000,0,0,Site,0.05,N/A,53.351485,-6.250668,8535,dublin-1-dublin,Dublin,Excellent Development Opportunity subject to planning permission ,NA
"Rosenallis, Seamount Road, Malahide, Co. Dublin",3000000,0,0,Site,1.52,N/A,53.4423916,-6.1425356,7954,malahide-dublin,Dublin,,NA
"Corclogh West, Belmullet, Co. Mayo, F26Y189",95000,3,0,Bungalow,125,G,54.254362,-10.041479,17494,belmullet-mayo,Mayo,,1950
"Derrylahan, Athlone, Co. Roscommon",120000,0,0,Site,2.3,N/A,53.33767493349194,-8.04217168134312,7202,athlone-roscommon,Roscommon,,NA
"Main Street, Kiltimagh, Co. Mayo, F12FY76",225000,5,2,Terrace,191,F,53.849596,-8.99969,7842,kiltimagh-mayo,Mayo,"Period landmark Townhouse., 2061 square feet / 191.4 square metres over three levels., 5 beds / 2 baths., Rear yard with Garage., Rear access road., Vintage internal doors throughout., Sash windows throughout., Town Centre location.",1910
"Meath Hill, Drumconrath, Drumconrath, Co. Meath, C15K2W9",480000,5,4,Detached,239,B2,53.888995,-6.730683,16012,drumconrath-meath,Meath,"Double glazed Windows, Beautiful location, Landscaped gardens, Open, spacious, warm and homely, Excellently presented and meticulously finished homes, High quality flooring, Broadband, Electric gates, Accessible to Dublin ",NA
"Rose Cottage, Tullinadaly Road, Tuam, Co. Galway, H54YH93",240000,2,1,Terrace,76,G,53.51839,-8.852693,21792,tuam-galway,Galway,"Delightful Artisan Cottage, Handsomely upgraded and extended, New roof fitted, Wonderful Location, Walking distance to all amenities , Directly across from the Palace Ground Pubic Park, Ample Street Parking, Rear Access",1920
"'The Bungalow' Ardabawn, Tullaroan, Co. Kilkenny, R95P267",320000,3,1,Detached,124,D2,52.663345,-7.430041,14461,tullaroan-kilkenny,Kilkenny,"Pillared gated entrance with gravel driveway. , High ceilings throughout (2.8m), Double glazed UPVC windows., Selection of mature shrubs and trees , Potential for further development subject to the usual planning regulations.",1959
"The Lake House, Shandrum Beg, Bantry, Co. Cork, P75PW74",295000,4,2,Detached,N/A,D1,51.724209,-9.401928,74677,bantry-cork,Cork,,1983
"Balfour, 7 Ferndale Road, Rathmichael, Co. Dublin, D18F7H9",1695000,4,3,Detached,290,D1,53.228746,-6.138588,11904,rathmichael-dublin,Dublin,"Magnificent home located in the heart of Rathmichael on the leafy and highly desireable Ferndale Road, Lush gardens, beautifully maintained with an abundance of colourful planting and trees extending to approximately one acre , Positioned close to a wealth of amenities and transport options, the LUAS, N11, M50 & Dart all within a five minute drive, Beautifully and stylishly presented home extending to 290 sq.m, Close to an abundance of sport, leisure and recreational amenities, Within a five minute drive to the villages of Kilternan, Shankill and Stepaside , Large detached garage to the rear",1984
"Doirin, 16 Bishopstown Avenue, Cork City, Co. Cork, T12C2WC",995000,5,3,Detached,183,D2,51.886209,-8.514663,27235,cork-city,Cork,"Centrally located 5 bed residence on .2 acre site of well stocked mature gardens, Located minutes from CUH with the Bons Secours Hospital,  UCC and MTU being just a short commute, Within close proximity of 2 bus routes (205 and 208), Large mature site with scope for extending the property subject to Planning Permission.",NA
"Lettergorman, Dunmanway, Co. Cork, P47YK23",170000,4,1,Detached,N/A,G,51.674516,-9.076054,56354,dunmanway-cork,Cork,,1900
"45 Brookville Estate, Glanmire, Co. Cork, T45XN72",325000,3,2,Semi-D,101,D2,51.925265,-8.386838,15640,glanmire-cork,Cork,"Excellent location close to all amenities, Located in a mature estate, Spacious three-bedroom property with plenty room for an extension, Overlooking a green area",1975
"Rahara, Co. Roscommon, F42T863",350000,4,3,Detached,N/A,SI_666,53.525168,-8.13315,12259,rahara-roscommon,Roscommon,"Laid lawns, Large garden to front and rear. overall area c. 0.75 Acres, Post & rail fencing to front and side, Driveway kerbed and stoned extends to rear, Cobblelocked patio area to rear, Garden shed to rear, Oil fired & solid fuel heating, Maturing trees to front boundary",NA
"4 Fontenoy Terrace, Strand Road, Bray, Co. Wicklow, A98F5Y0",995000,4,2,Terrace,141,SI_666,53.196055,-6.092286,25263,bray-wicklow,Wicklow,"Charming seafront Victorian terrace on the southern end of Bray’s Esplanade adjacent to the Cliff Walk leading to Greystones., Elegant intercommunicating reception rooms with decorative ceiling cornice work, Tastefully restored and updated, including re-roofing, double-glazed sash windows, retained period fireplace surrounds, functioning window-shutters, a, Easy walking distance to city-bound buses and Dart., Custom kitchen/breakfast room featuring Carrara Marble countertop and gas-fired Aga., Turn-key condition., No property chain.",NA
"Stormanstown, Ardee, Co. Louth, A92EW94",525000,6,4,Detached,372,B2,53.881083,-6.620663,22591,ardee-louth,Louth,"Huge Country Residence, 6-Bedroom Property, Handcrafted Doors and Kitchen Units with Granite Countertops and Belfast Sink, Solid Wood and Marble Flooring Throughout, Impressive Country Side Viewings, Electric Gates with a Long Sweeping Driveway, Handcrafted Boat-shaped Stairs, Two Separate Outhouses, 10-Mins: Ardee town, Carrickmacross, 40-Mins: Dublin, Excellent Local Schools and collected service available from the property",2007
"11 Renville Village, Oranmore, Co. Galway, H91Y62P",495000,3,3,Detached,174,C2,53.250048,-8.972155,18726,oranmore-galway,Galway,"Quality 3-bedroom property with 3 en-suite bedroom, Very sought after home in quiet cul de sac, Ready to walk into, Close to Renville Park, Sailing club and Galway Bay golf club, Quality fitted kitchen including AGA, bespoke furniture, Short walk to Galway Bay resort clubhouse with Restaurant and bar facilities, Easy Access to M6, M17 & 18, C 2 Energy rating, Hotel in Galway Bay resort to reopen in 2025 -",1994
"Site - Morans Way, The Demesne, Ballinrobe, Co. Mayo",55000,0,0,Site,0.25,N/A,53.61710743559502,-9.231031735036112,10063,ballinrobe-mayo,Mayo,"Excellent 0.25 site within walking distance of Ballinrobe Town, Footpath from site all the way into Ballinrobe, 3 minute walk from Aldi, 10 minute walk from Ballinrobe, Site benefits from mains water supply and sewerage disposal, Being sold subject to planning permission",NA
"27 GARRYDUFF DRIVE, Pound Road, Castlebar",99950,0,0,Site,N/A,N/A,53.860278,-9.306676,7014,castlebar-mayo,Mayo,,NA
"Cloonconlon, Straide, F26WN66",125000,4,1,Bungalow,107,D2,53.918348,-9.15116,81355,foxford-mayo,Mayo,"4 beds 1 bath., Garage., 0.4 acre site overlooking Richards Lough., Rural setting convenient to Straide Village.",1950
"Nelly's Cottage, Glenbeigh, Co. Kerry, V93P5K8",250000,3,1,Detached,130,G,52.069131,-9.901623,38789,glenbeigh-kerry,Kerry,"Traditional Irish Cottage, Beautiful Surrounding Area , Mountain Views, Detached Bungalow , Series of Outbuildings, Large Site , Oil Central Heating & Solid Fuel Stove",1910
"Lynrath House, Newgardens, Carlow Town, Co. Carlow, R93AP62",750000,5,5,Detached,359,B2,52.868934,-6.930501,41175,carlow-town-carlow,Carlow,"1.0 acre site, 5 beds, 5 baths, 359 sq m, Oil-fired Central Heating, 70sqm Domestic Garage, Exceptional Fixtures &amp; Fittings",1975
"Springvalley Apartments, Enniscorthy, Co. Wexford, Y21HK86",699000,12,6,Apartment,525,SI_666,52.50092,-6.56229,10382,enniscorthy-wexford,Wexford,,NA
"31 Kilkeevan Park, Castlerea, Co. Roscommon, F45F822",250000,5,4,Detached,149,C3,53.765243,-8.490962,13048,castlerea-roscommon,Roscommon,"Large 5 Bedroom Detached Property , Future Proofed with ensuite bedroom on ground floor, Low Maintenance Garden to the front and rear, with mature boundary hedging , Located in a quiet Residential Estate withing walking distance of Castlerea Town Centre , Overlooks a large green area. ",NA
"3 Templar's Court, New Line Road, Wexford Town, Co. Wexford, Y35D3T2",325000,3,3,Semi-D,138,C2,52.326931,-6.478816,28053,wexford-town-wexford,Wexford,"Spacious 3 Bedroom Semi D, Small Private Development, Beautiful Kitchen/Dining room extension, Private Back garden , Walking distance to Town Centre",2000
"Rathmore, Cummer, Corofin, Co. Galway, H54KN99",350000,4,3,Detached,167,C1,53.449988,-8.841641,21104,corofin-galway,Galway,"Beautifully Presented 4 Bed Detached Residence, Keenly Priced, Large Site, 2 minutes to Corofin Village, 10 Minutes to Tuam, 30 Minutes to Galway City, Private Location, Mature Gardens",NA
"Gorteenmore, Tourmakeady, Co. Mayo, F12AH98",150000,4,1,Bungalow,130,G,53.655968,-9.365806,19332,tourmakeady-mayo,Mayo,"Detacehed bungalow on approx 1 acre., 130 sq. mtrs / 1,399 square feet., Right in the heart of Tourmakeady village.",1900
"Drumgoa, Killeshandra, Co. Cavan, H12KW68",Price on Application,3,1,Detached,N/A,C1,53.993923,-7.505075,9928,killeshandra-cavan,Cavan,,NA
"139 Stepaside Park, Stepaside, Dublin 18, D18KF44",850000,4,3,Detached,167,C2,53.254448,-6.207337,20066,stepaside-dublin,Dublin,"Beautiful Open Aspect To The Front, Quiet Cul De Sac Location, Contemporary Kitchen, Intruder Alarm, Wood Floor Throughout Principal Reception Areas, Double-Glazed Windows, Walking Distance Of The Luas, Popular Primary & Secondary Schools Nearby",2001
"Eskerroe, Killascobe, Menlough, Co. Galway, H53YD65",195000,4,3,Detached,188,SI_666,53.444814,-8.565361,32782,menlough-galway,Galway,"Spacious Residence c. 2 024 Sq. Ft, Complete to Shell Finish, Standing on c. 0.62 Acres, Holding huge potential due location, Water connection paid for, No residential occupancy clause attached, First fix electric and plumbing complete, Planning permission granted under Ref: 052482",NA
"Sylane, Tuam, Co. Galway",35000,0,0,Site,0.5,N/A,53.526748807587495,-8.924416257297054,23581,tuam-galway,Galway,"Half Acre Site, Close to Tuam Town, Elevated Site, Water Connection Paid",NA
"Ross Side House, Saint Joseph's Road, Mallow, Co. Cork, P51WKE8",1100000,4,2,Detached,215,E1,52.13782,-8.63668,17271,mallow-cork,Cork,,1983
"Belmont, Milltown, Co. Galway",35000,0,0,Site,0.5,N/A,53.61759870890896,-8.951732359310597,15446,milltown-galway,Galway,"Idyllic Site For Sale in the Townland of Belmont, Just a Two Minute Drive From the Award Winning Village of Milltown, Walking Distance to The Local National School, 15 Minutes to Motorway Connections, A Most Desireable Location for Family Living, Very Good Ground For Building, Open to All to Build Here",NA
"1 Coach Road, Kilkenny, Co. Kilkenny, R95FAA6",375000,4,1,Semi-D,146,C3,52.655733,-7.257163,21617,kilkenny-kilkenny,Kilkenny,"THINK LOCATION ON THIS PROPERTY , THINK OPPORTUNITY ON THIS PROPERTY , THINK POTENTIAL ON THIS PROPERTY, CLOSE TO KILKENNY CITY CENTRE AND ALL THE CITIES AMENITIES",1987
"Brierfield, Moylough, Moylough, Co. Galway, H53V2P5",395000,4,3,Detached,181,A2,53.457536,-8.662362,21442,moylough-galway,Galway,"Stunning Architecturally Designed Bungalow, Spacious Family Home, Air To Water Heat Pump, Help to By Grant Available , 10 Minutes From Motorway, 30 Minutes from Galway City, Eircode H53V2P5",2023
"Hatters Cross, Prosperous, Co. Kildare, W91KD45",535000,5,4,Detached,178,B3,53.285009,-6.752774,8680,prosperous-kildare,Kildare,"Superb 5 Bed Detached B3 Energy rated home, Small exclusive estate of only four house with gated entrance, Not overlooked front or back, Superb interior finish with custom made kitchen and bathrooms, Plenty of off street parknig, Landscaped garden with sandstone patio, Detached garage, Energy efficient pellet feature pellet stove in living room, Short stroll from Prosperous town with wonderful amenities and excellent selection of schools",NA
"Claddagh East, Lavally, Co. Galway",35000,0,0,Site,0.84,N/A,53.541581041131224,-8.686613205925227,16084,lavally-galway,Galway,"Large Site 0.84 of and Acre, Open to All To Build Here, 12 Minutes to Tuam, 5 Minutes to the Village of Clonberne, Water an Power Connections Available ",NA
"Seamount, Balscadden Road, Howth, Dublin 13, D13ET29",2150000,5,3,Detached,465,G,53.385667,-6.056589,82763,howth-dublin,Dublin,,NA
"Killora, Craughwell, Co. Galway, H91D9X7",80000,0,0,Site,1.5,N/A,53.221042,-8.731559,4422,craughwell-galway,Galway,"In a much sought after location, within walking distance of the village of Craughwell, within easy commuting distance of Galway City, In a quiet rural residential area, large site with excellent potential",NA
"Ballylinn East, Craughwell, Co. Galway",70000,0,0,Site,0.5,N/A,53.2100089,-8.6978835,6420,craughwell-galway,Galway,"In a much sought after location, Close to the town of Croughwell, Close to all local amenities, In a quiet residential area ",NA
"Ballycarbery East, Cahersiveen, Co. Kerry",37500,0,0,Site,0.65,N/A,51.95426966813105,-10.256544896008052,11614,cahersiveen-kerry,Kerry,"fantastic views of the local ruin castle and Valentia river waterway. , short distance to White Strand., 2.5km from Caherciveen, Attractive Location",NA
"Carrowreagh East, Ballyglunin, Co. Galway, H54XC78",550000,5,6,Detached,548,C2,53.383632,-8.773425,23689,ballyglunin-galway,Galway,"Spacious 5 Bed Detached Residence , Architecturally Designed, Superior Site, Premium Kitchen, Exceptionally Spacious Basement, 2 Minutes From Motorway, 15 Minutes from Galway City, H54XC78",2002
"1.4 acres - Subject to Planning Permission, Gortadooey, Claregalway, Co. Galway",75000,0,0,Site,1.4,N/A,53.36000231248008,-8.932524127485806,6661,claregalway-galway,Galway,Enurement Clause attached.,NA
"Site For Sale - Subject to PP, Ballyglunin, Co. Galway",50000,0,0,Site,0.75,N/A,53.41432936401998,-8.799741555769174,11823,ballyglunin-galway,Galway,,NA
"2 Sites For Sale - Subject to PP, Gortadooey, Claregalway, Co. Galway",75000,0,0,Site,0.52,N/A,53.35604732553992,-8.953314080571857,10515,claregalway-galway,Galway,,NA
"Site For Sale - Subject to PP - Dark Road, Castletaylor, Kilcolgan, Co. Galway",90000,0,0,Site,0.54,N/A,53.184842952362544,-8.818976763664182,6712,kilcolgan-galway,Galway,,NA
"Hillside, Birr, Co. Offaly, R42RC78",Price on Application,4,2,Detached,130,D1,53.086366,-7.902065,30587,birr-offaly,Offaly,,1967
"Old Lighthouse, Inis Mór, Aran Islands, Co. Galway",550000,0,0,Site,2.2,N/A,53.12738083040102,-9.702383682250428,129901,aran-islands-galway,Galway,,NA
"Carraroe Holiday Cottages, Carraroe, Co. Galway",1800000,30,20,Detached,1085,SI_666,53.26442321024635,-9.601617268171935,53167,carraroe-galway,Galway,,NA
"Baile Eamonn, Spiddal, Co. Galway",90000,0,0,Site,0.89,N/A,53.250979588231985,-9.296938502933017,12285,spiddal-galway,Galway,,NA
"Ryehill, Monivea, Co. Galway",50000,0,0,Site,0.84,N/A,53.38145841161406,-8.718812064820497,13891,monivea-galway,Galway,Enurement clause attached,NA
"Dungory West, Kinvara, Co. Galway",150000,0,0,Site,0.75,N/A,53.14134707769759,-8.922687326831323,20153,kinvara-galway,Galway,,NA
"Ballyglass, Turloughmore, Co. Galway",45000,0,0,Site,0.54,N/A,53.391784083965945,-8.858897988062324,33297,turloughmore-galway,Galway,,NA
"0.5 acre site Castleblakeney, Castleblakeney, Co. Galway",30000,0,0,Site,0.5,N/A,53.43389874868549,-8.473643759319117,5148,castleblakeney-galway,Galway,"0.5 acre site , Sold subject to planning permission., 500 metres from the village of Castleblakeney",NA
"Baile Eamon, Spiddal, Co. Galway, H91WA2P",795000,6,4,Detached,372,C2,53.256849,-9.296388,21545,spiddal-galway,Galway,"large elevated site, outstanding views of Galway Bay and The Clare Hills, Cliffs of Moher and The Aran Islands, c. 1km from the popular seaside village of Spiddal, Extending to almost 4,000 sq. ft., large garage and storeroom, large south facing patio area overlooking Galway Bay.",2020
"0.75 acre Site For Sale Subject to PP at Cregcarragh, Claregalway, Co. Galway",70000,0,0,Site,0.75,N/A,53.339641359266494,-8.880159358099291,11032,claregalway-galway,Galway,,NA
"Ruined Cottage on 0.45 acres at Addergoole, Corrandulla, Co. Galway",85000,2,1,Detached,N/A,SI_666,53.36343730304807,-9.018114646681852,18782,corrandulla-galway,Galway,,NA
"Site For Sale - Subject to PP - Derryloughaun East, Furbo, Co. Galway",125000,0,0,Site,0.7,N/A,53.25698705956097,-9.23387225449352,7512,furbo-galway,Galway,,NA
"Marbur House, Castledermot, Co. Kildare, R14AW74",395000,4,2,Detached,0.7,G,52.883587,-6.854647,26390,castledermot-kildare,Kildare,,1960
"Green Road, Kinvara, Co. Galway",Price on Application,0,0,Site,5,N/A,53.138872,-8.9457365,9659,kinvara-galway,Galway,,NA
"0.75 acre Site For Sale Subject to PP at Grange, Turloughmore, Co. Galway",75000,0,0,Site,0.75,N/A,53.34126238569965,-8.840639073224338,3226,turloughmore-galway,Galway,,NA
"Ballydavid, Mullinahone, Co. Tipperary, E41FR13",50000,0,0,Site,1.18,N/A,52.481315,-7.490113,7743,mullinahone-tipperary,Tipperary,For Sale Subject To Planning ,NA
"Brickeen, Castlebaldwin, Co. Sligo",95000,0,0,Site,8,N/A,54.07521942477396,-8.358346288533397,13532,castlebaldwin-sligo,Sligo,"Full Planning Permission - ready to go, Excellent location with panoramic views of surrounding countryside",NA
